ticket_id,service,priority,opened_at,due_at,status,assigned_team,resolution_time_hours,sla_breach_risk,penalty_cost,issue_type,queue_delay_hours,waiting_hours,processing_steps,last_updated_at,breach_flag,actual_penalty_exposure,recommended_action
HD-1004018,Service C11GG0W13,High,2021-12-19T05:17:54Z,2021-12-19T17:17:54Z,Closed,Support Pod 170,6.74,Medium,5000,Ticket,0.05,6.69,2,2021-12-19T12:02:20Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1009258,Service C12HGA_0,Highest,2022-10-17T07:08:35Z,2022-10-17T15:08:35Z,Closed,Support Pod 143,1.68,Low,9000,HD Service,0.02,0.0,4,2022-10-17T08:49:10Z,False,0,Continue monitoring under normal SLA watch.
HD-1002196,Service C13GG40V,Blocker,2021-08-29T10:12:27Z,2021-08-29T14:12:27Z,Closed,Support Pod 203,409.06,Breached,15000,Ticket,0.06,409.0,3,2021-09-15T11:16:10Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1008707,Service C12GGZCZ0U,Highest,2022-09-18T08:30:39Z,2022-09-18T16:30:39Z,Closed,Support Pod 154,2.13,Low,9000,Ticket,0.01,0.0,4,2022-09-18T10:38:19Z,False,0,Continue monitoring under normal SLA watch.
HD-1011096,Service C06HG2XCU,High,2023-01-10T13:59:12Z,2023-01-11T01:59:12Z,Closed,Support Pod 193,9.07,Medium,5000,Ticket,0.01,0.0,4,2023-01-10T23:03:33Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1001436,Service C12GGZ_0,Highest,2021-07-04T08:59:37Z,2021-07-04T16:59:37Z,Closed,Support Pod 263,3.9,Low,9000,Ticket,0.01,2.87,5,2021-07-04T12:53:36Z,False,0,Continue monitoring under normal SLA watch.
HD-1008151,Service C12GGZCZ0U,Highest,2022-08-21T06:17:49Z,2022-08-21T14:17:49Z,Closed,Support Pod 154,1.5,Low,9000,Ticket,0.04,0.0,4,2022-08-21T07:48:07Z,False,0,Continue monitoring under normal SLA watch.
HD-41654,Service C05GPW20_,Blocker,,,Closed,Support Pod 186,,Low,15000,Deployment,0.04,0.0,4,,False,0,Continue monitoring under normal SLA watch.
HD-1011343,Service C05GPX0_,Blocker,2023-01-23T06:29:29Z,2023-01-23T10:29:29Z,Validation,Support Pod 186,1010.04,Breached,15000,Ticket,0.01,0.0,3,2023-03-06T08:32:01Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-18390,Service D8-E,Medium,2016-11-14T10:05:09Z,2016-11-15T10:05:09Z,Done,Unassigned Queue,22.91,High,2000,Story,0.02,0.0,2,2016-11-15T08:59:34Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1005164,Service C06GGN039,Blocker,2022-02-17T08:19:58Z,2022-02-17T12:19:58Z,Closed,Support Pod 281,333.69,Breached,15000,Ticket,5.19,89.05,4,2022-03-03T06:01:23Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1007608,Service C11GRZVZNV,Highest,2022-07-20T07:11:00Z,2022-07-20T15:11:00Z,Closed,Support Pod 170,1.54,Low,9000,Ticket,1.54,0.0,1,2022-07-20T08:43:29Z,False,0,Continue monitoring under normal SLA watch.
HD-1004273,Service C12GGZCZ0U,High,2021-12-30T08:20:01Z,2021-12-30T20:20:01Z,Closed,Support Pod 263,7.86,Medium,5000,Ticket,0.03,0.0,4,2021-12-30T16:11:53Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1012399,Service C06HG2XCU,High,2023-03-05T19:35:00Z,2023-03-06T07:35:00Z,Closed,Unassigned Queue,11.74,High,5000,Ticket,11.74,0.0,1,2023-03-06T07:19:27Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1002596,Service C05GPC3,Highest,2021-09-19T07:09:36Z,2021-09-19T15:09:36Z,Closed,Support Pod 186,2.43,Low,9000,Ticket,0.01,0.0,5,2021-09-19T09:35:22Z,False,0,Continue monitoring under normal SLA watch.
HD-17710,Service D8-E,Medium,2016-10-17T06:59:29Z,2016-10-18T06:59:29Z,Done,Unassigned Queue,23.03,High,2000,Story,0.01,0.0,2,2016-10-18T06:01:02Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1008981,Service C12HGX18A,Blocker,2022-10-02T11:46:59Z,2022-10-02T15:46:59Z,Closed,Support Pod 143,1.57,Low,15000,Deployment,0.02,0.0,4,2022-10-02T13:21:06Z,False,0,Continue monitoring under normal SLA watch.
HD-1004767,Service C07HR6CZ0,Highest,2022-01-30T05:50:01Z,2022-01-30T13:50:01Z,Closed,Support Pod 090,6.92,High,9000,Ticket,0.12,6.8,3,2022-01-30T12:45:20Z,False,9000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1004461,Service C02GG_3NWC,Blocker,2022-01-11T08:03:16Z,2022-01-11T12:03:16Z,Closed,Support Pod 093,171.08,Breached,15000,Ticket,0.01,0.0,5,2022-01-18T11:08:16Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1000711,Service C06GGT2_0,High,2021-05-19T06:24:39Z,2021-05-19T18:24:39Z,Closed,Support Pod 274,6.26,Medium,5000,Ticket,0.01,5.07,4,2021-05-19T12:39:58Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1009725,Service C13HGB__0,Medium,2022-11-08T12:08:01Z,2022-11-09T12:08:01Z,In Progress,Support Pod 210,18.74,Medium,2000,Service,0.52,0.0,1,2022-11-09T06:52:30Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1000200,Service DX8A,Medium,2021-04-07T05:32:16Z,2021-04-08T05:32:16Z,Closed,Support Pod 119,22.7,High,2000,Ticket,0.11,0.0,2,2021-04-08T04:14:27Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1000105,Service C12GGZ_0,Highest,2021-04-01T07:30:01Z,2021-04-01T15:30:01Z,Closed,Support Pod 263,2.86,Low,9000,Ticket,0.01,2.7,4,2021-04-01T10:21:51Z,False,0,Continue monitoring under normal SLA watch.
HD-14904,Service DU6,Blocker,2016-04-28T10:18:30Z,2016-04-28T14:18:30Z,Done,Unassigned Queue,0.0,Low,15000,Story,39818.16,0.0,4,,False,0,Continue monitoring under normal SLA watch.
HD-20324,Service T.3Q,Medium,2017-02-28T13:09:32Z,2017-03-01T13:09:32Z,Done,Unassigned Queue,18.14,Medium,2000,Story,18.14,0.0,1,2017-03-01T07:18:12Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1008414,Service C13GRB20,Highest,2022-09-04T09:22:37Z,2022-09-04T17:22:37Z,Closed,Support Pod 171,3.17,Low,9000,Ticket,0.51,0.0,3,2022-09-04T12:32:48Z,False,0,Continue monitoring under normal SLA watch.
HD-1011155,Service C06HG2XCU,High,2023-01-12T13:30:39Z,2023-01-13T01:30:39Z,Closed,Support Pod 257,11.98,High,5000,Ticket,0.03,0.0,4,2023-01-13T01:29:30Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1003053,Service C12GGZCZ0U,Highest,2021-10-21T05:28:30Z,2021-10-21T13:28:30Z,Closed,Support Pod 144,1.43,Low,9000,Ticket,0.03,0.0,7,2021-10-21T06:54:37Z,False,0,Continue monitoring under normal SLA watch.
HD-1002182,Service C12GGZCZ0U,High,2021-08-29T05:14:33Z,2021-08-29T17:14:33Z,Closed,Support Pod 263,8.9,Medium,5000,Ticket,0.01,0.0,3,2021-08-29T14:08:50Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1003017,Service C12HGX18A,Blocker,2021-10-18T10:23:51Z,2021-10-18T14:23:51Z,Closed,Support Pod 143,1493.57,Breached,15000,Ticket,0.03,128.39,5,2021-12-19T15:58:16Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1007259,Service C12HGX18A,Blocker,2022-06-27T11:33:51Z,2022-06-27T15:33:51Z,Closed,Support Pod 143,649.68,Breached,15000,Ticket,0.01,331.15,9,2022-07-24T13:14:54Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-11294,Service DZC8,Blocker,2015-09-27T15:42:54Z,2015-09-27T19:42:54Z,Done,Unassigned Queue,206.32,Breached,15000,Ticket,0.17,0.0,2,2016-04-02T12:13:35Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-12673,Service DN03,Blocker,2016-01-21T16:16:23Z,2016-01-21T20:16:23Z,Done,Unassigned Queue,3521.81,Breached,15000,Story,3521.81,0.0,1,2016-06-16T10:05:04Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1007720,Service C02GGX00,Blocker,2022-07-25T10:10:01Z,2022-07-25T14:10:01Z,Closed,Support Pod 132,1150.09,Breached,15000,Ticket,0.04,1149.29,4,2022-09-11T08:15:18Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1009366,Service C06HG2XCU,Blocker,2022-10-23T14:28:22Z,2022-10-23T18:28:22Z,Closed,Support Pod 193,1746.9,Breached,15000,Ticket,0.05,23.54,7,2023-01-04T09:22:15Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1005686,Service C12HGX18A,Blocker,2022-03-21T07:40:23Z,2022-03-21T11:40:23Z,Closed,Support Pod 143,166.32,Breached,15000,Ticket,0.01,162.6,4,2022-03-28T05:59:57Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1008974,Service C06GRZT_0,Blocker,2022-10-02T09:16:30Z,2022-10-02T13:16:30Z,Closed,Support Pod 142,1.32,Low,15000,Ticket,0.04,0.0,3,2022-10-02T10:35:41Z,False,0,Continue monitoring under normal SLA watch.
HD-1012388,Service C06HG2XCU,High,2023-03-05T19:35:00Z,2023-03-06T07:35:00Z,Closed,Unassigned Queue,11.8,High,5000,Ticket,11.8,0.0,1,2023-03-06T07:22:47Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1009980,Service C13GRB20,Highest,2022-11-20T07:55:54Z,2022-11-20T15:55:54Z,Closed,Support Pod 242,2.43,Low,9000,Ticket,0.36,0.0,2,2022-11-20T10:21:35Z,False,0,Continue monitoring under normal SLA watch.
HD-1007280,Service C13GRB20,Highest,2022-06-28T09:40:13Z,2022-06-28T17:40:13Z,Closed,Support Pod 242,2.16,Low,9000,Service,2.16,0.0,1,2022-06-28T11:49:59Z,False,0,Continue monitoring under normal SLA watch.
HD-29102,Service C14GR8114,Blocker,,,Closed,Support Pod 167,,Low,15000,Project,415.68,0.0,3,,False,0,Continue monitoring under normal SLA watch.
HD-1009738,Service C12HGX18A,Blocker,2022-11-09T09:08:43Z,2022-11-09T13:08:43Z,Closed,Support Pod 041,167.2,Breached,15000,Ticket,0.02,32.29,10,2022-11-16T08:20:45Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1007924,Service C06GG10,Highest,2022-08-07T07:16:19Z,2022-08-07T15:16:19Z,Closed,Support Pod 272,3.94,Low,9000,Ticket,0.28,1.04,5,2022-08-07T11:12:39Z,False,0,Continue monitoring under normal SLA watch.
HD-1012380,Service C06HG2XCU,High,2023-03-05T19:35:00Z,2023-03-06T07:35:00Z,Closed,Unassigned Queue,11.58,High,5000,Ticket,11.58,0.0,1,2023-03-06T07:09:46Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1008698,Service C13GGB_0,Medium,2022-09-17T12:26:49Z,2022-09-18T12:26:49Z,Closed,Support Pod 180,16.77,Medium,2000,Ticket,0.28,0.0,3,2022-09-18T05:12:56Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1005600,Service C06HS__Z0,Blocker,2022-03-15T05:54:30Z,2022-03-15T09:54:30Z,Closed,Support Pod 232,459.03,Breached,15000,Ticket,0.01,31.69,6,2022-04-03T08:56:39Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1001634,Service C12GG0.A,Highest,2021-07-18T06:25:17Z,2021-07-18T14:25:17Z,Closed,Support Pod 263,1.54,Low,9000,Ticket,0.01,0.0,4,2021-07-18T07:57:47Z,False,0,Continue monitoring under normal SLA watch.
HD-17853,Service D0NC,Medium,2016-10-23T08:25:15Z,2016-10-24T08:25:15Z,Done,Unassigned Queue,22.94,High,2000,Story,0.02,0.0,2,2016-10-24T07:21:43Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1001781,Service C12GG0.A,Highest,2021-08-01T07:23:54Z,2021-08-01T15:23:54Z,Closed,Support Pod 263,1.85,Low,9000,Ticket,0.01,0.0,4,2021-08-01T09:14:53Z,False,0,Continue monitoring under normal SLA watch.
HD-1009538,Service C13GRB20,Blocker,2022-10-31T07:13:10Z,2022-10-31T11:13:10Z,Closed,Support Pod 171,2.33,Medium,15000,Ticket,0.11,2.22,2,2022-10-31T09:33:17Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1012342,Service C06HG2XCU,High,2023-03-05T19:34:11Z,2023-03-06T07:34:11Z,Closed,Support Pod 048,11.64,High,5000,Ticket,1.01,0.0,4,2023-03-06T07:12:56Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-18546,Service C07GG-4V9,Unknown,2016-11-21T13:10:36Z,2016-11-22T13:10:36Z,Closed,Support Pod 090,19.03,Medium,1500,Ticket,18.36,0.48,4,2017-05-12T20:25:06Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1007517,Service C07HRZ40,Blocker,2022-07-14T09:25:34Z,2022-07-14T13:25:34Z,Closed,Support Pod 194,1341.99,Breached,15000,Ticket,0.4,1341.59,3,2022-09-08T07:24:54Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1008967,Service C12GGZCZ0U,Highest,2022-10-02T06:28:45Z,2022-10-02T14:28:45Z,Closed,Support Pod 176,2.55,Low,9000,Ticket,0.01,2.35,5,2022-10-02T09:01:41Z,False,0,Continue monitoring under normal SLA watch.
HD-1002605,Service C07HR1.WW,Medium,2021-09-19T12:58:06Z,2021-09-20T12:58:06Z,Closed,Support Pod 239,18.24,Medium,2000,Ticket,0.14,18.1,3,2021-09-20T07:12:38Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1001497,Service C10GRN0V,Blocker,2021-07-07T05:48:59Z,2021-07-07T09:48:59Z,Closed,Support Pod 113,0.43,Low,15000,Ticket,0.1,0.0,2,2021-07-07T06:14:58Z,False,0,Continue monitoring under normal SLA watch.
HD-17697,Service D__Z0,Medium,2016-10-16T14:24:49Z,2016-10-17T14:24:49Z,Done,Unassigned Queue,16.64,Medium,2000,Story,16.64,0.0,2,2016-10-17T07:03:07Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1009936,Service C06GGZCZ0,Medium,2022-11-16T13:34:34Z,2022-11-17T13:34:34Z,Closed,Support Pod 176,16.63,Medium,2000,Ticket,0.02,0.0,3,2022-11-24T01:55:08Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1010967,Service C07HRZ40,Highest,2023-01-05T05:28:35Z,2023-01-05T13:28:35Z,Closed,Support Pod 194,2.87,Low,9000,Ticket,0.41,2.43,5,2023-01-05T08:20:44Z,False,0,Continue monitoring under normal SLA watch.
HD-20301,Service DX8A,Medium,2017-02-27T15:33:04Z,2017-02-28T15:33:04Z,Done,Unassigned Queue,15.59,Medium,2000,Story,0.03,0.0,2,2017-02-28T10:08:09Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1012345,Service C06HG2XCU,High,2023-03-05T19:34:12Z,2023-03-06T07:34:12Z,Closed,Unassigned Queue,11.72,High,5000,Ticket,11.72,0.0,1,2023-03-06T07:17:35Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-19715,Service T.3I,Medium,2017-01-23T19:33:23Z,2017-01-24T19:33:23Z,Done,Unassigned Queue,12.67,Medium,2000,Story,11.29,0.0,4,2017-01-25T08:01:13Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1012341,Service C06HG2XCU,High,2023-03-05T19:34:11Z,2023-03-06T07:34:11Z,Closed,Unassigned Queue,11.62,High,5000,Ticket,11.62,0.0,1,2023-03-06T07:11:13Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1012374,Service C06HG2XCU,High,2023-03-05T19:35:00Z,2023-03-06T07:35:00Z,Closed,Unassigned Queue,11.64,High,5000,Ticket,11.64,0.0,1,2023-03-06T07:13:19Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1004645,Service C02HKND01,Medium,2022-01-23T11:50:33Z,2022-01-24T11:50:33Z,Closed,Support Pod 132,23.75,High,2000,Ticket,0.01,23.54,5,2022-01-24T11:35:29Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-17947,Service D10T,Highest,2016-10-26T07:43:00Z,2016-10-26T15:43:00Z,Done,Unassigned Queue,5.91,Medium,9000,Story,4.65,0.0,2,2016-10-26T13:37:21Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1005827,Service C12HGX18A,Blocker,2022-03-29T10:14:36Z,2022-03-29T14:14:36Z,Closed,Support Pod 143,696.22,Breached,15000,Ticket,0.01,694.39,4,2022-04-27T10:28:01Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1009974,Service C06GGZCZ0,Highest,2022-11-20T05:16:10Z,2022-11-20T13:16:10Z,Closed,Support Pod 120,1.46,Low,9000,Ticket,0.01,1.39,6,2022-11-20T06:44:04Z,False,0,Continue monitoring under normal SLA watch.
HD-1011309,Service C11GK.Z0,Highest,2023-01-22T06:05:26Z,2023-01-22T14:05:26Z,Closed,Support Pod 205,5.55,Medium,9000,Ticket,0.04,3.5,5,2023-01-22T11:38:16Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-16056,Service DZC8,Medium,2016-07-19T06:08:13Z,2016-07-20T06:08:13Z,Done,Support Pod 183,23.73,High,2000,Vacation,23.73,0.0,1,2016-07-20T05:52:15Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1003032,Service C12GGZCZ0U,Highest,2021-10-20T05:45:51Z,2021-10-20T13:45:51Z,Closed,Support Pod 088,7.92,High,9000,Ticket,0.02,0.19,5,2021-10-20T13:41:05Z,False,9000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1012527,Service C06HG2XCU,Highest,2023-03-12T17:04:55Z,2023-03-13T01:04:55Z,Waiting,Support Pod 257,6.98,High,9000,Ticket,0.02,0.0,3,2023-03-13T00:03:35Z,False,9000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-13834,Service DBZ,Blocker,2016-01-21T16:21:38Z,2016-01-21T20:21:38Z,Done,Support Pod 042,0.0,Low,15000,Retrospective,38301.84,0.0,2,,False,0,Continue monitoring under normal SLA watch.
HD-1001314,Service C06HG2XCU,Medium,2021-06-26T19:04:13Z,2021-06-27T19:04:13Z,Closed,Support Pod 193,14.96,Medium,2000,Ticket,0.01,0.0,4,2021-06-27T10:01:37Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1002185,Service C06HG2XCU,Highest,2021-08-29T07:17:13Z,2021-08-29T15:17:13Z,Closed,Support Pod 193,5.16,Medium,9000,Ticket,0.01,0.0,3,2021-08-29T12:26:50Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1002961,Service C06GGZT_0,Medium,2021-10-13T13:01:22Z,2021-10-14T13:01:22Z,Closed,Unassigned Queue,15.49,Medium,2000,Project,15.49,0.0,1,2021-10-14T04:30:34Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1002037,Service C13GGWD0,Medium,2021-08-17T10:23:10Z,2021-08-18T10:23:10Z,Closed,Support Pod 180,23.59,High,2000,Ticket,0.62,22.98,2,2021-08-18T09:58:52Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1002099,Service C12GGZCZ0U,High,2021-08-23T04:56:02Z,2021-08-23T16:56:02Z,Closed,Support Pod 120,9.5,Medium,5000,Ticket,0.06,8.99,5,2021-08-23T14:26:20Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1010556,Service C06HS__Z0,Highest,2022-12-15T10:13:46Z,2022-12-15T18:13:46Z,Closed,Support Pod 142,3.35,Low,9000,Ticket,0.02,0.0,3,2022-12-15T13:34:40Z,False,0,Continue monitoring under normal SLA watch.
HD-1001136,Service C02GGX00,Blocker,2021-06-14T10:56:49Z,2021-06-14T14:56:49Z,Closed,Support Pod 176,547.46,Breached,15000,Ticket,0.03,546.11,4,2021-07-07T06:24:36Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-13383,Service DDE1,Medium,2016-02-21T08:35:28Z,2016-02-22T08:35:28Z,Done,Support Pod 200,23.8,High,2000,Story,0.12,0.0,2,2016-04-02T13:01:48Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1001653,Service C13HGB_0,Medium,2021-07-20T03:53:42Z,2021-07-21T03:53:42Z,Closed,Support Pod 112,23.73,High,2000,Deployment,23.73,0.0,1,2021-07-21T03:37:35Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1007362,Service C12GG0.A,Highest,2022-07-03T11:06:02Z,2022-07-03T19:06:02Z,Closed,Support Pod 176,1.85,Low,9000,Ticket,0.01,1.78,4,2022-07-03T12:56:57Z,False,0,Continue monitoring under normal SLA watch.
HD-1006380,Service C07HR6CZ0,Blocker,2022-05-08T05:50:05Z,2022-05-08T09:50:05Z,Closed,Support Pod 087,0.67,Low,15000,Ticket,0.06,0.0,2,2022-05-08T06:30:25Z,False,0,Continue monitoring under normal SLA watch.
HD-1003726,Service C02GGX0U,Highest,2021-12-05T08:49:16Z,2021-12-05T16:49:16Z,Closed,Support Pod 262,1.8,Low,9000,Ticket,0.01,0.0,6,2021-12-05T10:37:34Z,False,0,Continue monitoring under normal SLA watch.
HD-1000982,Service C12GGZ_0,Highest,2021-06-06T08:30:26Z,2021-06-06T16:30:26Z,Closed,Support Pod 263,3.74,Low,9000,Ticket,0.01,3.61,4,2021-06-06T12:15:02Z,False,0,Continue monitoring under normal SLA watch.
HD-13777,Service DBZ,Medium,2015-12-21T21:10:04Z,2015-12-22T21:10:04Z,Done,Support Pod 160,16.21,Medium,2000,Ticket,16.21,0.0,2,2016-04-02T13:18:52Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1003551,Service C14GR8114,Blocker,2021-11-25T10:51:13Z,2021-11-25T14:51:13Z,Closed,Support Pod 119,263.43,Breached,15000,Ticket,0.05,198.47,4,2021-12-06T10:16:50Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1011500,Service C08GGZW0,Blocker,2023-01-29T14:07:07Z,2023-01-29T18:07:07Z,Closed,Support Pod 082,214.22,Breached,15000,Ticket,0.01,192.17,5,2023-02-07T12:20:39Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-11081,Service DZC0,Medium,2015-10-21T14:05:14Z,2015-10-22T14:05:14Z,Done,Support Pod 082,23.2,High,2000,Vacation,16.66,0.0,2,2016-04-02T11:59:23Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
